id|naam|bevoegdeAuthoriteit
423|Erkenning van scholen en andere onderwijsinstellingen|
424|Vlaamse Woonlening of de sociale lening bij de VMSW|
425|Bevolkingsonderzoek Borstkanker|
426|Melden van gebreken aan wegen, fietspaden, wegverlichting, ... in Vlaanderen|
427|Doorlichtingsverslag van een school of een centrum voor leerlingenbegeleiding|
428|Vergunning tot het rijden in een voetgangerszone|
429|Subsidie voor het organiseren van een jeugdfuif|
430|Poetshulp|
431|Inkomensvervangende tegemoetkoming voor personen met een handicap|
432|Veranderen van familienaam|
433|Rustpensioen|
434|Raming van uw toekomstige pensioenrechten|
435|Voorlopig rijbewijs|
436|Stemmen bij verkiezingen|
437|Visum en verblijfsdocumenten om in België te verblijven|
438|Brandveiligheidsattest voor horeca-uitbaters|
439|Vergunning voor het verstrekken van gegiste en/of sterke dranken|
440|Elektronische vreemdelingenkaart|
441|Exploitatievergunning voor de horeca|
442|Hygiëneattest|
443|Identiteitsbewijs voor een niet-Belgisch kind|
444|Moraliteitsattest|
445|Overlijdensaangifte van een doodgeboren kind|
446|Buitenlandse overlijdensakte erkennen en overschrijven in België|
447|Registratie poliovaccinatie|
448|Reistoelating voor minderjarigen|
449|Registratie van de slachting van een dier|
450|Sociaal tarief voor elektriciteit en aardgas (sociale maximumprijzen)|
451|Sociaal telefoontarief|
452|Omgevingsvergunning voor kleinhandelsactiviteiten|
453|Attest van de interventie van de brandweer|
454|Toelating voor het organiseren van manifestaties ter bevordering van de plaatselijke handel/braderieën|
455|Wettiging handtekening|
456|Nachtvergunning voor de horeca|
457|Instapstage - VDAB|
458|Gemeentelijke werkingssubsidie voor erkende jeugdverenigingen|
459|Gebruiken van een tentoonstellingsruimte|
460|Gemeentelijke premie voor een startende ondernemer|
461|Werkingssubsidie voor sportverenigingen|
462|Subsidie voor een startende jeugdvereniging|
463|Subsidie voor de vorming van trainers of begeleiders|
464|Subsidie voor het onvruchtbaar maken van een huiskat|
465|Tegemoetkoming in de gemeentelijke opcentiemen|
466|Vergunning voor het plaatsen van een tijdelijk terras |
467|Klusjesdienst|
468|Personenalarmsysteem|
469|Toelating voor het uitdelen van flyers op markten, evenementen en openbare plaatsen|
470|Toelating voor het uitdelen van productstalen op markten, evenementen of op openbare plaatsen|
471|Vergunning voor een circusstandplaats|
472|Vergunning voor straatanimatie en straatmuzikanten|
473|Vergunning om koopwaar en voorwerpen uit te stallen op openbaar domein|
474|Laatste wilsbeschikking|
475|Attest van hoofdverblijfplaats (bewijs van woonst)|
476|Attest van leven|
477|Attest van Belgische nationaliteit|
478|Attest van gezinssamenstelling|
479|Akte van overlijden|
480|Akte van geboorte|
481|Akte van huwelijk|
482|Akte van echtscheiding|
483|Crisisopvang voor zorgbehoevende ouderen|
484|Dagopvang voor ouderen|
485|Gemeentelijke geboortepremie|
486|Medisch-sociale toelage voor volwassenen met een handicap|
487|Flats voor personen met een handicap|
488|Tussenkomst voor Nederlandse taallessen|
489|Oppas en gezelschap voor thuiswonende ouderen|
490|Gemeentelijke premie voor palliatieve thuiszorg|
491|Vakantietoelage voor personen met een handicap|
492|Seniorenwoningen|
493|Serviceflat en assistentiewoning|
494|Sociaal restaurant|
495|Sociale correctie op het gedifferentieerd tarief voor afvalverwerking|
496|Sociale premie water en elektriciteit voor personen met een laag inkomen|
497|Sociale premie water, gas en elektriciteit voor gezinnen|
498|Thuiszorg - Haarverzorging|
499|Tussenkomst in het leefgeld|
500|Tussenkomst in de kosten voor het vaccin tegen baarmoederhalskanker|
501|Woonbegeleiding|
502|Inhaalpremie voor langdurige arbeidsongeschiktheid|
503|Tegemoetkoming voor hulp van derden bij arbeidsongeschiktheid|
504|Ziekte- en invaliditeitsuitkering|
505|Arbeidsongevallenverzekering|
506|Verlaagd btw-tarief voor personen met een handicap voor de aankoop van een wagen|
507|Basisbankdienst|
508|Belastingkrediet voor kinderen ten laste|
509|Belastingvrije som bij opvang van een ouder familielid|
510|Belastingvermindering voor dakisolatie|
511|Bemiddeling|
512|Beroepsziekten|
513|Bijzonder Solidariteitsfonds voor uitzonderlijke gezondheidskosten|
514|Blindenstok |
515|Tegemoetkoming chronische wonden |
516|Dringende medische hulp voor mensen zonder wettig verblijf |
517|Equivalent leefloon |
518|Belastingvermindering voor de kosten voor kinderopvang|
519|Kraamgeld (geboortepremie)|
520|Globaal medisch dossier |
521|"Incontinentieforfait	"|
522|Installatiepremie voor dak- en thuislozen |
523|Integratietegemoetkoming voor personen met een handicap|
524|Jobkorting federale overheid|
525|Juridische tweedelijnsbijstand (Pro-Deoadvocaat)|
526|Tegemoetkoming in de reiskosten van kankerpatiënten|
527|Kinderbijslag van 18 tot 25 jaar|
528|Gewaarborgd kraamgeld |
529|Gewaarborgde gezinsbijslag|
530|Leeftijdsbijslag bij de kinderbijslag|
531|Jaarlijkse bijslag bij het kindergeld (schoolpremie)|
532|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden|
533|Wezenbijslag|
534|"Verlengde kinderbijslag	"|
535|Vrijstelling voor studies in het kader van knelpuntberoepen |
536|Inkomstenvrijstelling voor leefloners|
537|Lokaal Opvang Initiatief (LOI) voor asielzoekers|
538|Verlof voor medische bijstand|
539|Maximumfactuur voor medische kosten|
540|Melden van discriminatie|
541|Mobiliteitstoeslag voor wie het werk hervat in loondienst |
542|Negatieve wilsverklaring|
543|Hulp bij het betalen van onderhoudsgeld of alimentatie|
544|Voorschot op de alimentatievordering|
545|Regeling begrafeniskosten bij onvoldoende middelen|
546|Palliatief forfait - Toelage voor thuisverzorging|
547|Palliatief verlof|
548|Toeslag belastingvrije som bij personenbelasting|
549|"Tegemoetkoming voor pijnstillers voor chronisch zieken 	"|
550|Referentieadres |
551|Tussenkomst voor socio-culturele en sportieve participatie voor mensen in armoede|
552|Gratis tandverzorging tot 18 jaar|
553|Kortingskaart NMBS voor grote gezinnen|
554|Kortingskaart NMBS 'Verhoogde tegemoetkoming'|
555|Verminderingskaart NMBS voor personen met een visuele handicap|
556|Seniorenbiljet NMBS vanaf 65 jaar|
